House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
44,Canary Road,Samantha,Riley,56,Head,Married,Female,Community pharmacist,None,Catholic
44,Canary Road,Jonathan,Riley,61,Husband,Married,Male,Community development worker,None,Catholic
44,Canary Road,Alan,Riley,29,Son,Single,Male,Geophysicist/field seismologist,None,Catholic
44,Canary Road,Carly,Riley,26,Adopted Daughter,Single,Female,Web designer,None,Catholic
44,Canary Road,Stuart,Riley,26,Son,Divorced,Male,"Embryologist, clinical",None,Catholic
45,Canary Road,Donald,Singh,39,Head,Married,Male,Tax inspector,None,None
45,Canary Road,Jane,Singh,35,Wife,Married,Female,"Journalist, broadcasting",None,None
46,Canary Road,Elizabeth,Griffiths-Freeman,50,Head,Divorced,Female,Unemployed, ,None
46,Canary Road,Gemma,Griffiths-Freeman,16,Daughter,NA,Female,Student,None,NA
46,Canary Road,Christopher,Griffiths-Freeman,13,Son,NA,Male,Student,None,NA
47,Canary Road,Jodie,Watts,83,Head,Married,Female,"Retired Engineer, control and instrumentation",None,Christian
47,Canary Road,Trevor,Watts,89,Husband,Married,Male,"Retired Engineer, water",None,Christian
48,Canary Road,Ben,Mistry,37,Head,Married,Male,Science writer,None,Methodist
48,Canary Road,Katherine,Mistry,39,Wife,Married,Female,"Engineer, biomedical",None,Methodist
49,Canary Road,Danny,Webb,90,Head,Widowed,Male,Retired Building services engineer,None,Christian
50,Canary Road,Anna,Williams,38,Head,Married,Female,Tour manager,None,Christian
50,Canary Road,Abdul,Williams,40,Husband,Married,Male,General practice doctor,None,None
51,Canary Road,Ashley,Allen-James,45,Head,Married,Male,Hospital doctor,None,None
51,Canary Road,Joan,Allen-James,47,Wife,Married,Female,Air broker,None,None
51,Canary Road,Jodie,Fox,22,Daughter,Single,Female,University Student,None,None
51,Canary Road,Harriet,Smith,19,Daughter,Single,Female,University Student,None,None
51,Canary Road,Rebecca,Smith,17,Daughter,NA,Female,Student,None,NA
52,Canary Road,Carol,Green,52,Head,Single,Female,Mudlogger,None,Christian
53,Canary Road,Michelle,Jackson,36,Head,Single,Female,Unemployed,None,Christian
53,Canary Road,Carl,Graham,34,Partner,Single,Male,Geographical information systems officer,None,Christian
53,Canary Road,Edward,Jackson,8,Son,NA,Male,Student,None,NA
53,Canary Road,Daniel,Jackson,3,Son,NA,Male,Child,None,NA
53,Canary Road,Max,Jackson,2,Son,NA,Male,Child,None,NA
54,Canary Road,Melissa,Hayes,28,Head,Single,Female,Audiological scientist,None,Catholic
54,Canary Road,Paula,Hayes,8,Daughter,NA,Female,Student,None,NA
54,Canary Road,Marc,Hayes,5,Son,NA,Male,Student,None,NA
55,Canary Road,Aimee,Butler,43,Head,Single,Female,Unemployed,None,Methodist
55,Canary Road,Andrea,Butler,13,Daughter,NA,Female,Student,None,NA
56,Canary Road,Nicole,Butler,39,Head,Married,Female,"Psychologist, prison and probation services",None,None
56,Canary Road,Jack,Butler-King,41,Husband,Married,Male,Hospital pharmacist,None,None
56,Canary Road,Hollie,Butler-King,3,Daughter,NA,Female,Child,None,NA
56,Canary Road,Lesley,Gibson,23,Sibling,Divorced,Female,Acupuncturist,None,Christian
57,Canary Road,Cheryl,Doherty,50,Head,Single,Female,Estate agent,None,None
57,Canary Road,Brian,Wilkinson,56,Partner,Single,Male,Clinical embryologist,None,None
58,Canary Road,Lawrence,Lewis,53,Head,Single,Male,Unemployed,None,Methodist
59,Canary Road,Tracy,Roberts,34,Head,Single,Female,Pharmacologist,None,Christian
59,Canary Road,Lee,Fisher,36,Partner,Single,Male,Warden/ranger,None,None
60,Canary Road,Sharon,Bennett,40,Head,Married,Female,Secretary/administrator,None,Catholic
60,Canary Road,Leigh,Bennett,50,Husband,Married,Male,Fine artist,None,Catholic
60,Canary Road,Carly,Bennett,19,Daughter,Single,Female,University Student,None,None
60,Canary Road,Emily,Bennett,17,Daughter,NA,Female,Student,None,NA
61,Canary Road,Victoria,Kelly,68,Head,Married,Female,"Retired Production assistant, television",None,Christian
61,Canary Road,Tony,Kelly,70,Husband,Married,Male,Retired Writer,None,None
61,Canary Road,Nathan,Kelly,40,Son,Single,Male,"Psychologist, forensic",None,Christian
61,Canary Road,Linda,Kelly,36,Daughter,Widowed,Female,"Lecturer, further education",None,Christian
61,Canary Road,Natasha,Kelly,36,Adopted Daughter,Single,Female,Product/process development scientist,None,None
62,Canary Road,Gareth,Patel,19,Head,Single,Male,University Student,None,Christian
63,Canary Road,Malcolm,Morris,47,Head,Married,Male,Physiotherapist,None,None
63,Canary Road,Julia,Morris,44,Wife,Married,Female,Animal technologist,None,None
63,Canary Road,Janice,Morris,7,Daughter,NA,Female,Student,None,NA
63,Canary Road,Beth,Morris,4,Daughter,NA,Female,Child,None,NA
64,Canary Road,Raymond,Greenwood,27,Head,Married,Male,Structural engineer,None,Methodist
64,Canary Road,Carol,Greenwood,26,Wife,Married,Female,Television camera operator,None,Methodist
65,Canary Road,Jayne,Parkinson,81,Head,Widowed,Female,Retired Chief Operating Officer,None,None
66,Canary Road,Frank,Murphy,68,Head,Widowed,Male,Retired Animator,None,Catholic
67,Canary Road,Jennifer,Knowles,19,Head,Single,Female,University Student,None,None
67,Canary Road,Tony,Stokes,61,None,Single,Male,Call centre manager,None,Methodist
68,Canary Road,Lesley,Lord,40,Head,Married,Female,Armed forces training and education officer,None,None
68,Canary Road,Tom,Lord,46,Husband,Married,Male,Occupational therapist,None,None
69,Canary Road,Janice,Barnes,50,Head,Single,Female,"Engineer, site",None,None
69,Canary Road,Trevor,Walsh,57,Partner,Single,Male,Chief Technology Officer,None,None
70,Canary Road,Marie,Woods,43,Head,Divorced,Female,Medical secretary,None,Christian
70,Canary Road,Kelly,Woods,14,Daughter,NA,Female,Student,None,NA
71,Canary Road,Dawn,Davies,68,Head,Single,Female,"Retired Producer, television/film/video",None,Jewish
72,Canary Road,Jordan,Collier,58,Head,Married,Male,Sales executive,None,Christian
72,Canary Road,Jill,Collier,54,Wife,Married,Female,"Production designer, theatre/television/film",None,None
72,Canary Road,Denis,Collier,6,Son,NA,Male,Student,None,NA
72,Canary Road,Glenn,Collier,5,Son,NA,Male,Student,None,NA
73,Canary Road,Clare,Vincent,41,Head,Married,Female,Armed forces training and education officer,None,Christian
73,Canary Road,Anthony,Vincent,43,Husband,Married,Male,"Production designer, theatre/television/film",None,None
74,Canary Road,Dorothy,Jones,34,Head,Married,Female,Plant breeder/geneticist,None,Muslim
74,Canary Road,Bryan,Jones,37,Husband,Married,Male,"Engineer, agricultural",None,Muslim
74,Canary Road,Carl,Jones,5,Son,NA,Male,Student,None,NA
74,Canary Road,Carole,Jones,3,Daughter,NA,Female,Child,None,NA
75,Canary Road,Stephanie,Collins,60,Head,Married,Female,Quantity surveyor,None,Christian
75,Canary Road,Brett,Collins,62,Husband,Married,Male,Art therapist,None,Christian
75,Canary Road,Joel,Collins,39,Son,Divorced,Male,Network engineer,None,None
75,Canary Road,Pamela,Collins,36,Daughter,Single,Female,Accounting technician,None,None
75,Canary Road,Alexandra,Collins,33,Daughter,Single,Female,Petroleum engineer,None,Christian
76,Canary Road,Joyce,Sutton,79,Head,Divorced,Female,"Retired Designer, exhibition/display",None,Christian
76,Canary Road,Angela,Sutton,38,Daughter,Divorced,Female,Geoscientist,None,Christian
77,Canary Road,Marian,Harrison,35,Head,Married,Female,"Surveyor, quantity",None,Christian
77,Canary Road,William,Harrison,34,Husband,Married,Male,"Civil engineer, consulting",None,Christian
77,Canary Road,Marc,Harrison,2,Son,NA,Male,Child,None,NA
78,Canary Road,Angela,Turner,48,Head,Married,Female,"Conservator, furniture",None,None
78,Canary Road,Jamie,Turner,54,Husband,Married,Male,Dietitian,None,None
78,Canary Road,Robert,Turner,21,Son,Single,Male,University Student,None,None
78,Canary Road,Vincent,Turner,18,Son,Single,Male,Student,None,None
78,Canary Road,Patricia,Turner,15,Daughter,NA,Female,Student,None,NA
79,Canary Road,Timothy,Heath,52,Head,Single,Male,Unemployed,None,Catholic
79,Canary Road,Janet,Harris,54,Partner,Single,Female,Government social research officer,None,None
80,Canary Road,Ricky,Dawson,83,Head,Married,Male,Retired Bookseller,None,None
80,Canary Road,Grace,Dawson,78,Wife,Married,Female,Retired Games developer,None,None
81,Canary Road,Andrew,George,78,Head,Married,Male,"Retired Investment banker, corporate",None,None
81,Canary Road,Molly,George,81,Wife,Married,Female,Retired Paramedic,None,None
82,Canary Road,Jayne,White,62,Head,Single,Female,Academic librarian,None,Christian
82,Canary Road,Mathew,Jones,33,None,Single,Male,Herpetologist,None,None
82,Canary Road,Elliot,Begum,27,None,Single,Male,"Engineer, manufacturing systems",None,None
83,Canary Road,Nicole,White,82,Head,Widowed,Female,Retired Accommodation manager,None,Christian
84,Canary Road,Stuart,Wade,32,Head,Married,Male,Catering manager,None,None
84,Canary Road,Jennifer,Wade,30,Wife,Married,Female,Horticultural consultant,None,None
85,Canary Road,Francis,Rogers,49,Head,Single,Male,Applications developer,None,Catholic
85,Canary Road,Jill,Forster,36,None,Single,Female,Site engineer,None,None
85,Canary Road,Cheryl,Green,29,None,Single,Female,"Designer, furniture",None,None
85,Canary Road,Alan,Robinson,40,None,Single,Male,Radio broadcast assistant,None,None
85,Canary Road,Kerry,Bartlett,30,None,Single,Female,Seismic interpreter,None,None
86,Canary Road,Paula,Newman,27,Head,Single,Female,Oceanographer,None,Catholic
86,Canary Road,Christian,Edwards,57,None,Single,Male,Event organiser,None,Christian
86,Canary Road,Catherine,Smith,36,None,Single,Female,Agricultural engineer,None,Methodist
86,Canary Road,Stewart,Thornton,20,None,Single,Male,University Student,None,None
87,Canary Road,Elliott,Baxter,42,Head,Single,Male,Optometrist,None,None
87,Canary Road,Joe,Baxter,19,Son,Widowed,Male,University Student,None,None
88,Canary Road,Alan,Scott,52,Head,Single,Male,Immunologist,None,Catholic
89,Canary Road,Lee,Winter,40,Head,Married,Male,Museum education officer,None,Catholic
89,Canary Road,Claire,Winter,36,Wife,Married,Female,Civil Service fast streamer,None,Catholic
90,Canary Road,Holly,Evans,65,Head,Divorced,Female,Risk analyst,None,Methodist
90,Canary Road,Amanda,Evans,35,Daughter,Single,Female,Trading standards officer,None,Methodist
91,Canary Road,Leon,Davis,39,Head,Single,Male,Statistician,None,None
91,Canary Road,Yvonne,Yates,43,Partner,Single,Female,Leisure centre manager,None,None
92,Canary Road,Cameron,Anderson,30,Head,Single,Male,Quarry manager,None,Christian
92,Canary Road,Jean,Campbell,63,None,Single,Female,Medical physicist,None,Christian
92,Canary Road,Daniel,Stevens,37,None,Single,Male,Structural engineer,None,Catholic
93,Canary Road,Lynn,Waters,22,Head,Married,Female,University Student,None,None
93,Canary Road,Derek,Waters,19,Husband,Married,Male,University Student,None,None
93,Canary Road,Jordan,Waters,4,Son,NA,Male,Child,None,NA
94,Canary Road,Danielle,Moore,38,Head,Married,Female,Print production planner,None,Methodist
94,Canary Road,Gavin,Moore,40,Husband,Married,Male,Pharmacologist,None,Methodist
95,Canary Road,Rachel,Sullivan,36,Head,Married,Female,"Teacher, English as a foreign language",None,Catholic
95,Canary Road,William,Sullivan,37,Husband,Married,Male,"Lighting technician, broadcasting/film/video",None,Catholic
95,Canary Road,Cameron,Sullivan,15,Son,NA,Male,Student,None,NA
95,Canary Road,Kerry,Sullivan,11,Daughter,NA,Female,Student,None,NA
95,Canary Road,Damien,Sullivan,7,Son,NA,Male,Student,None,NA
96,Canary Road,Carly,Davies,34,Head,Single,Female,Forensic psychologist,None,None
96,Canary Road,Phillip,Davies,5,Son,NA,Male,Student,None,NA
97,Canary Road,Joanne,Hughes,30,Head,Married,Female,"Engineer, biomedical",None,None
97,Canary Road,Toby,Hughes,27,Husband,Married,Male,Sub,None,None
98,Canary Road,Katy,Parkes,43,Head,Single,Female,"Engineer, civil (contracting)",None,Catholic
98,Canary Road,Nicholas,Parkes,16,Adopted Son,NA,Male,Student,None,NA
98,Canary Road,Yvonne,Parkes,13,Daughter,NA,Female,Student,None,NA
98,Canary Road,Jodie,Parkes,13,Daughter,NA,Female,Student,None,NA
98,Canary Road,Stewart,West-Parkes,13,Son,NA,Male,Student,None,NA
99,Canary Road,Hannah,Holloway,56,Head,Married,Female,"Engineer, petroleum",None,Christian
99,Canary Road,Ricky,Holloway,57,Husband,Married,Male,Insurance claims handler,None,Christian
100,Canary Road,Jayne,Reed,37,Head,Divorced,Female,Unemployed,None,Christian
100,Canary Road,Hazel,Reed,1,Daughter,NA,Female,Child,None,NA
101,Canary Road,Shirley,Evans,47,Head,Single,Female,Counsellor,None,None
101,Canary Road,Jodie,Evans,4,Daughter,NA,Female,Child,None,NA
102,Canary Road,Joan,Woods,64,Head,Single,Female,Chartered loss adjuster,None,Christian
102,Canary Road,Kevin,Cooper,67,Partner,Single,Male,Dispensing optician,None,None
103,Canary Road,Bethan,Davidson,101,Head,Married,Female,Retired Archivist,None,Christian
103,Canary Road,Jordan,Davidson,104,Husband,Married,Male,Retired Toxicologist,None,None
104,Canary Road,Katie,Butler,76,Head,Married,Female,Retired Physiological scientist,None,Christian
104,Canary Road,Owen,Butler,77,Husband,Married,Male,"Retired Librarian, academic",None,Christian
105,Canary Road,Gary,Schofield,28,Head,Single,Male,Unemployed,None,Methodist
105,Canary Road,Ashleigh,Parkes,61,None,Single,Female,Armed forces operational officer,None,Christian
105,Canary Road,Adam,Reynolds,33,None,Single,Male,Sports administrator,None,None
106,Canary Road,Amber,Cross,63,Head,Divorced,Female,Unemployed,None,Catholic
106,Canary Road,Fiona,Cross,31,Daughter,Single,Female,Medical illustrator,None,Catholic
106,Canary Road,Teresa,Cross,30,Daughter,Divorced,Female,Magazine features editor,None,Catholic
107,Canary Road,Valerie,Buckley,21,Head,Married,Female,University Student,None,Catholic
107,Canary Road,Leslie,Buckley,26,Husband,Married,Male,"Scientist, forensic",None,Catholic
108,Canary Road,Roy,Hobbs,28,Head,Single,Male,Records manager,None,Christian
108,Canary Road,Eileen,Graham,56,None,Single,Female,"Psychologist, prison and probation services",None,Christian
109,Canary Road,Beverley,Jones,55,Head,Divorced,Female,Unemployed,None,None
109,Canary Road,Lynda,Jones,32,Daughter,Single,Female,Structural engineer,None,None
110,Canary Road,Gary,Gibbs,47,Head,Single,Male,Field trials officer,None,None
110,Canary Road,Barry,Williamson,56,Cousin,Single,Male,Civil Service administrator,None,None
111,Canary Road,Lynda,Bradley,54,Head,Married,Female,Insurance broker,None,Christian
111,Canary Road,Jake,Bradley,55,Husband,Married,Male,"Designer, industrial/product",None,None
111,Canary Road,Jean,Bradley,19,Daughter,Divorced,Female,University Student,None,None
111,Canary Road,Roger,Bradley,13,Son,NA,Male,Student,None,NA
112,Canary Road,Angela,Thomas,60,Head,Married,Female,Television camera operator,None,Methodist
112,Canary Road,Leon,Thomas,64,Husband,Married,Male,Acupuncturist,None,Methodist
112,Canary Road,Jay,Thomas,28,Son,Single,Male,Advertising account executive,None,Methodist
113,Canary Road,Jean,Evans,81.37013467117734,Head,Divorced,Female,Retired Audiological scientist,None,Christian
113,Canary Road,Josephine,Foster,8.0,Granddaughter,NA,Female,Student,None,NA
113,Canary Road,Martyn,Evans,5.0,Grandson,NA,Male,Student,None,NA
114,Canary Road,Michael,Mitchell,58,Head,Married,Male,Camera operator,None,Methodist
114,Canary Road,Caroline,Mitchell,57,Wife,Married,Female,Data processing manager,None,Methodist
114,Canary Road,Jade,Mitchell,27,Daughter,Divorced,Female,Banker,None,None
115,Canary Road,Anna,Knight,19,Head,Married,Female,University Student,None,Christian
115,Canary Road,Damian,Knight,23,Husband,Married,Male,Unemployed,None,Christian
116,Canary Road,Kyle,Phillips,43,Head,Single,Male,Patent attorney,None,Catholic
116,Canary Road,James,Phillips,10,Son,NA,Male,Student,None,NA
116,Canary Road,Mary,Phillips,7,Daughter,NA,Female,Student,None,NA
116,Canary Road,Alan,Phillips,4,Son,NA,Male,Child,None,NA
117,Canary Road,Josephine,Jones,58,Head,Married,Female,"Surveyor, building control",None,None
117,Canary Road,Eric,Jones,66,Husband,Married,Male,Electrical engineer,None,None
117,Canary Road,Pauline,Jones,30,Daughter,Divorced,Female,Actor,None,None
117,Canary Road,Holly,Manning-Jones,28,Daughter,Single,Female,Building surveyor,None,None
117,Canary Road,Colin,Manning-Jones,24,Son,Single,Male,Building surveyor,None,None
118,Canary Road,Mandy,Wood,30,Head,Married,Female,Site engineer,None,None
118,Canary Road,Derek,Wood,32,Husband,Married,Male,Interior and spatial designer,None,None
118,Canary Road,Kirsty,Wood,7,Daughter,NA,Female,Student,None,NA
118,Canary Road,Roy,Wood,6,Son,NA,Male,Student,None,NA
118,Canary Road,Jean,Wood,6,Daughter,NA,Female,Student,None,NA
119,Canary Road,Jasmine,Knight,71,Head,Widowed,Female,Unemployed,None,Christian
119,Canary Road,Lauren,Knight,43,Daughter,Divorced,Female,"Designer, multimedia",None,None
119,Canary Road,Grace,Knight,39,Daughter,Single,Female,Unemployed,None,Christian
119,Canary Road,Kim,Knight,36,Daughter,Single,Female,Food technologist,None,Christian
120,Canary Road,Abdul,Rahman,21,Head,Single,Male,University Student,None,None
120,Canary Road,Jenna,Fisher,22,None,Single,Female,University Student,None,None
121,Canary Road,Kirsty,Haynes,37,Head,Single,Female,Furniture designer,None,Christian
122,Canary Road,John,Stevens,48,Head,Married,Male,"Nurse, mental health",None,None
122,Canary Road,Alice,Stevens,46,Wife,Married,Female,Radio producer,None,None
123,Canary Road,Frank,Buckley,30,Head,Married,Male,"Secretary, company",None,None
123,Canary Road,Jemma,Buckley,25,Wife,Married,Female,Printmaker,None,None
124,Canary Road,Alice,Day,29,Head,Married,Female,Food technologist,None,None
124,Canary Road,Alexander,Day,29,Husband,Married,Male,"Engineer, chemical",None,None
124,Canary Road,Maurice,Law-Day,9,Son,NA,Male,Student,None,NA
124,Canary Road,Nigel,Law-Day,5,Son,NA,Male,Student,None,NA
125,Canary Road,Claire,Phillips,39,Head,Married,Female,Engineering geologist,None,Christian
125,Canary Road,Justin,Phillips,41,Husband,Married,Male,Toxicologist,None,None
125,Canary Road,Jasmine,Phillips,5,Daughter,NA,Female,Student,None,NA
125,Canary Road,Keith,Phillips,3,Son,NA,Male,Child,None,NA
125,Canary Road,Jason,Brown,24,Lodger,Single,Male,"Optician, dispensing",None,None
126,Canary Road,Dorothy,Allen,56,Head,Single,Female,Travel agency manager,None,Methodist
126,Canary Road,Dylan,Thomson,55,Partner,Single,Male,Market researcher,None,None
127,Canary Road,Chloe,Murray,49,Head,Married,Female,Hospital pharmacist,None,Catholic
127,Canary Road,Kyle,Murray,51,Husband,Married,Male,Facilities manager,None,None
127,Canary Road,Jill,Murray,16,Daughter,NA,Female,Student,None,NA
128,Canary Road,Chloe,Smith,46,Head,Divorced,Female,Building services engineer,None,Christian
